age,gender,security_no,region_category,membership_category,joining_date,joined_through_referral,referral_id,preferred_offer_types,medium_of_operation,internet_option,last_visit_time,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score
41,M,P11WJYU,,Silver Membership,25-11-2016,Yes,CID29256,Gift Vouchers/Coupons,Desktop,Fiber_Optic,16:58:58,-999,892.02,36394.44,26,630.98,Yes,Yes,Yes,Unsolved,Poor Website,1
61,M,YL8KDU2,City,Basic Membership,31-05-2017,?,CID24876,Gift Vouchers/Coupons,Smartphone,Mobile_Data,16:22:43,7,115.29,13019.31,14,164.0703482,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,1
15,F,JD1FCAD,City,Premium Membership,04-08-2015,?,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,8:50:18,5,185.05,43833.54,15,743.57,No,Yes,No,Not Applicable,Poor Product Quality,0
56,M,CX2RD4O,,Gold Membership,08-07-2016,Yes,CID59245,Credit/Debit Card Offers,Desktop,Mobile_Data,14:23:57,16,30.16,33886.44,5,670.11,No,Yes,No,Not Applicable,Poor Customer Service,1
35,M,OFQV4L9,City,Gold Membership,26-03-2015,No,xxxxxxxx,Without Offers,Both,Fiber_Optic,23:40:39,17,219.13,70247.76,3,1293.169381,Yes,Yes,No,Not Applicable,User Friendly Website,0
57,M,J1ERM77,Town,No Membership,13-01-2015,Yes,CID33756,Credit/Debit Card Offers,Smartphone,Wi-Fi,17:11:02,8,400.35,30248.45,9,660.25,No,Yes,Yes,Unsolved,Poor Customer Service,1
64,M,T8VRII9,Town,No Membership,16-03-2015,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,20:56:30,20,49.24,39981.97,12,648.6,Yes,No,Yes,Solved,Too many ads,1
21,M,5B2CFVS,Town,Basic Membership,28-02-2017,Yes,CID47291,Credit/Debit Card Offers,Smartphone,Mobile_Data,11:52:02,16,590.85,21919.13,14,610.24,Yes,No,Yes,Solved,Poor Product Quality,1
53,F,5MTFUGX,Town,Gold Membership,27-01-2017,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,16:36:42,22,1142.148835,34918.7,6,699.08,Yes,No,Yes,Solved in Follow-up,Poor Website,1
26,M,R59QOZQ,Village,No Membership,26-06-2017,Yes,CID37189,Credit/Debit Card Offers,Desktop,Mobile_Data,19:47:41,16,138.33,8025.77,29,1016.785713,Yes,No,No,Not Applicable,Poor Customer Service,1
61,M,B64YF5C,Town,Gold Membership,08-01-2016,Yes,CID22912,Credit/Debit Card Offers,Smartphone,Mobile_Data,23:11:54,7,516.46,45544.33,29,780.96,No,Yes,Yes,Unsolved,Too many ads,0
30,M,P5QCZFI,Town,No Membership,28-04-2015,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,1:15:19,19,211.19,2554.48,10,622.45,Yes,Yes,Yes,Solved,Poor Website,1
38,M,L087S2R,Town,Gold Membership,13-08-2015,Yes,CID12636,Gift Vouchers/Coupons,Desktop,Fiber_Optic,0:12:11,19,942.84,49037.16,6,,No,Yes,No,Not Applicable,No reason specified,0
35,F,LO2YYBQ,City,Gold Membership,24-06-2015,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,22:58:40,10,267.45,32922.76,8,701.45,No,Yes,No,Not Applicable,No reason specified,1
61,F,863177F,,No Membership,17-07-2017,Yes,CID48064,Gift Vouchers/Coupons,Desktop,Wi-Fi,20:14:13,22,34.37,3862.41,10,602.86,No,Yes,No,Not Applicable,Too many ads,1
53,M,O7ATCTM,City,Gold Membership,05-05-2017,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,1:28:39,19,213.34,8860.9,6,671.74,Yes,No,Yes,Solved,Poor Website,1
55,M,ZW66T5M,Town,No Membership,26-11-2017,No,xxxxxxxx,Credit/Debit Card Offers,?,Wi-Fi,5:31:13,23,50.48,8944.54,25,626.96,Yes,No,Yes,Unsolved,Poor Customer Service,1
23,M,8IEHQ76,City,Basic Membership,30-01-2016,Yes,CID59483,Credit/Debit Card Offers,Smartphone,Wi-Fi,6:40:31,13,1044.243494,26060.01,22,684.88,Yes,No,Yes,Solved,Poor Website,1
11,M,KYOLWFX,Town,Premium Membership,23-04-2015,Yes,CID26778,Gift Vouchers/Coupons,Both,Mobile_Data,14:01:27,-999,628.79,33199.52,22,777.94,Yes,No,Yes,No Information Available,Poor Customer Service,0
22,M,6RZ86VW,Town,No Membership,07-10-2017,No,xxxxxxxx,Gift Vouchers/Coupons,?,Mobile_Data,18:14:11,17,56.58,41050.72,15,,Yes,No,Yes,Solved,Poor Website,1
37,M,DS0I1ZT,Village,Silver Membership,04-02-2015,Yes,CID62069,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,4:23:34,11,172.07,23587.32,28,326.1310709,Yes,No,No,Not Applicable,Poor Website,1
31,M,7YMU3HJ,,Platinum Membership,15-03-2016,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,12:35:34,6,44.99,3087.16,8,750.95,Yes,No,No,Not Applicable,No reason specified,0
20,M,2Y95NFP,City,Platinum Membership,22-12-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,3:36:18,11,144.33,54420.14,5,,No,Yes,No,Not Applicable,User Friendly Website,0
53,M,MQXM7MW,City,Premium Membership,02-09-2017,Yes,CID12326,Without Offers,Both,Fiber_Optic,15:00:27,7,787.74,20129.88,12,,Yes,No,Yes,Solved in Follow-up,Quality Customer Care,0
38,F,HZZ26WT,City,Basic Membership,24-05-2017,?,CID32492,Gift Vouchers/Coupons,?,Fiber_Optic,17:28:17,26,30.49,37139.89,20,627.26,Yes,No,No,Not Applicable,Poor Customer Service,1
59,F,YOLS46C,City,Basic Membership,31-08-2016,No,xxxxxxxx,Without Offers,Both,Wi-Fi,22:42:13,8,400.21,33996.1,38.47159929,697.6,Yes,Yes,No,Not Applicable,Poor Product Quality,1
50,F,ZO5BVM3,Town,Gold Membership,26-02-2016,Yes,CID34703,Credit/Debit Card Offers,Smartphone,Fiber_Optic,23:53:44,13,103.36,39610.89,10,653.12,Yes,No,Yes,Solved,Poor Customer Service,1
64,F,P7KUU1A,City,Silver Membership,30-03-2015,?,CID50206,Credit/Debit Card Offers,Smartphone,Mobile_Data,17:06:32,8,58.15,27995.24,18,,Yes,No,No,Not Applicable,Poor Product Quality,0
27,F,V73DPK8,Town,Gold Membership,27-03-2017,Yes,CID61603,Credit/Debit Card Offers,Smartphone,Wi-Fi,10:13:02,10,862.2,35895.98,21,,No,Yes,No,Not Applicable,No reason specified,1
12,F,UBUMA9S,Town,Gold Membership,07-10-2017,?,CID12643,Without Offers,Desktop,Wi-Fi,10:55:48,9,412.22,1313.11,18,733.13,Yes,Yes,No,Not Applicable,Products always in Stock,0
29,F,4H6GWTF,Village,Premium Membership,04-01-2016,Yes,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,18:36:07,19,222.69,18297.21,2,774.47,No,Yes,Yes,No Information Available,Products always in Stock,0
39,F,HHJDXST,City,Silver Membership,27-09-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,3:57:34,16,283.85,3888.65,18,959.92041,Yes,No,No,Not Applicable,Products always in Stock,0
37,F,FETPOEF,City,Premium Membership,21-05-2017,?,CID60244,Credit/Debit Card Offers,Desktop,Fiber_Optic,15:51:05,17,136.19,6965.48,5,1181.873763,Yes,No,No,Not Applicable,Too many ads,0
37,F,C6JR6MZ,Town,Gold Membership,09-02-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,9:50:46,5,32.29,63097.55,-12.71431053,780.09,No,Yes,No,Not Applicable,User Friendly Website,0
21,M,37UOC7C,Town,Silver Membership,01-07-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,10:40:52,12,145.45,48500.63,11,727.97,No,Yes,Yes,Solved,Poor Customer Service,0
64,F,HSKJR4V,Town,Basic Membership,26-09-2017,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,21:30:56,10,313.84,23211.35,15,573.16,Yes,No,No,Not Applicable,Poor Product Quality,1
56,F,ZUA3VGF,Town,Silver Membership,03-02-2016,?,CID5182,Without Offers,Smartphone,Wi-Fi,15:52:11,11,254.72,28425.26,11,789.3,Yes,Yes,No,Not Applicable,No reason specified,0
37,F,4WL24BT,Town,Basic Membership,21-07-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,3:50:58,9,206.56,13037.39,13,616.68,Yes,No,Yes,Solved in Follow-up,Too many ads,1
55,M,2DJSDW1,Town,Basic Membership,07-10-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,5:53:40,21,51.75,27564.76,24,660.59,No,Yes,No,Not Applicable,Too many ads,1
18,M,BXLJS7C,City,Basic Membership,10-05-2016,Yes,CID15710,Without Offers,Smartphone,Fiber_Optic,3:33:17,10,117.9,49537.82,7,528.08,Yes,No,Yes,Solved,Poor Product Quality,1
27,F,00JB6QS,,Silver Membership,27-09-2017,?,CID26757,Gift Vouchers/Coupons,?,Mobile_Data,3:23:24,2,484.45,83453.57,14,788.97,No,Yes,Yes,Unsolved,Reasonable Price,0
57,M,IZYZD2D,Town,Premium Membership,26-10-2017,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,4:12:57,6,32.89,16340.59,-1.590067118,,Yes,No,Yes,Solved in Follow-up,Poor Website,0
48,F,3GUQMUN,City,Basic Membership,23-09-2017,Yes,CID3745,Credit/Debit Card Offers,Desktop,Mobile_Data,0:35:46,15,77.18,49448.05,5,605.23,No,Yes,Yes,No Information Available,Poor Product Quality,1
54,M,9RXEBI1,Town,Basic Membership,24-07-2016,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,18:00:30,8,60.77,45095.33,1.234738899,692.59,Yes,No,No,Not Applicable,Poor Product Quality,1
52,F,ZJAXMWS,Village,Gold Membership,31-12-2017,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,8:42:23,15,197.85,42084.72,18,710.7,No,Yes,No,Not Applicable,Poor Customer Service,0
33,F,55D8U27,Town,Platinum Membership,20-09-2017,Yes,CID25657,Without Offers,Both,Mobile_Data,5:44:42,11,502.4,4714.82,24,472.8025704,Yes,No,No,Not Applicable,Poor Website,0
35,M,MOXO4A8,Town,No Membership,05-03-2017,Yes,CID3266,Credit/Debit Card Offers,Smartphone,Fiber_Optic,2:47:53,6,33.96,6175.77,22,545.14,Yes,No,No,Not Applicable,Poor Product Quality,1
42,M,VSSM0UP,City,Platinum Membership,06-10-2015,?,CID1047,Without Offers,Both,Mobile_Data,6:27:36,13,617.09,33226.66,17,1053.420685,Yes,Yes,Yes,No Information Available,Poor Product Quality,0
39,F,OF3LNL7,City,Gold Membership,27-10-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,20:50:56,9,34.93,42965.53,29,630.68,No,Yes,Yes,Solved,Poor Product Quality,1
50,F,YH9ZYFL,City,Gold Membership,15-06-2016,Yes,CID2751,Without Offers,Desktop,Fiber_Optic,14:22:39,20,198.19,20710,10,,No,Yes,Yes,Unsolved,Poor Product Quality,1
29,M,0B5WG72,City,Premium Membership,08-01-2015,Yes,CID38291,Gift Vouchers/Coupons,Desktop,Wi-Fi,22:58:44,11,317.25,17951.87,17,753.97,No,Yes,No,Not Applicable,Poor Customer Service,0
47,M,I2HH3YZ,Town,No Membership,05-01-2017,Yes,CID19961,Credit/Debit Card Offers,?,Fiber_Optic,7:26:31,5,876.87,41927.46,17,636.3,Yes,No,Yes,Solved in Follow-up,Poor Website,0
16,F,G1AHQST,City,Gold Membership,30-04-2017,No,xxxxxxxx,Gift Vouchers/Coupons,?,Wi-Fi,22:54:48,8,133.36,21896.63,13,644.25,Yes,No,No,Not Applicable,No reason specified,1
48,M,NUQM3QR,,Basic Membership,28-12-2015,Yes,CID3699,Without Offers,?,Fiber_Optic,6:44:05,8,522.81,27264,11,556.79,Yes,Yes,Yes,Solved in Follow-up,Poor Website,1
14,F,QK05KFG,City,No Membership,19-12-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,18:22:33,10,33.34,46392.24,24,582.93,Yes,No,No,Not Applicable,Poor Customer Service,1
13,F,LQYM49A,Village,Premium Membership,28-11-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,6:53:31,5,84.05,10423.83,29,1044.81538,No,Yes,Yes,No Information Available,No reason specified,0
56,F,HFDQ728,Town,No Membership,04-09-2016,Yes,CID11953,Without Offers,Desktop,Wi-Fi,20:17:36,19,69.22,14117.54,12,523.54,No,Yes,Yes,Solved in Follow-up,Poor Website,1
64,F,2VRC6NG,City,Silver Membership,29-09-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,0:50:05,14,32.16,67458.29,-13.64684955,764.62,Yes,No,Yes,Solved in Follow-up,User Friendly Website,0
47,M,K7YIUTQ,Town,No Membership,14-03-2015,Yes,CID28985,Gift Vouchers/Coupons,Both,Wi-Fi,5:39:14,20,692.73,18404.11,19,1072.745128,Yes,No,Yes,No Information Available,Poor Website,1
46,F,F5T938Y,Town,Premium Membership,02-08-2015,?,CID61716,Without Offers,Both,Mobile_Data,12:24:01,12,261.76,15786.32,Error,704.13,No,Yes,No,Not Applicable,Poor Product Quality,0
45,M,LU390BC,Town,Premium Membership,04-04-2017,Yes,CID8218,Credit/Debit Card Offers,Smartphone,Mobile_Data,17:19:41,14,38.65,1225.14,9,700.07,Yes,No,Yes,Unsolved,Too many ads,0
60,F,JIA5UDD,Town,Premium Membership,10-12-2015,Yes,CID14887,Without Offers,Smartphone,Wi-Fi,13:12:57,16,182.16,43782.88,Error,761.49,No,Yes,Yes,Solved in Follow-up,User Friendly Website,0
19,F,7B5M8OC,Town,Premium Membership,30-03-2016,Yes,CID60641,Without Offers,Smartphone,Fiber_Optic,21:43:53,20,31.98,14432.03,24,730.04,Yes,No,Yes,Solved,Poor Customer Service,0
21,F,AOHLG0V,Town,Silver Membership,23-03-2017,No,xxxxxxxx,Credit/Debit Card Offers,?,Mobile_Data,11:57:54,12,283.79,38527.24,26,760.53,Yes,No,Yes,No Information Available,No reason specified,0
60,M,66DEWYB,City,Silver Membership,27-07-2015,?,CID1697,Credit/Debit Card Offers,Both,Mobile_Data,15:15:08,9,1185.91225,29872.64,8,744.29,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,0
32,M,XF40RRS,Town,Gold Membership,11-11-2017,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,8:07:36,17,329.16,37811.56,27,757.14,No,Yes,Yes,Unsolved,Poor Website,0
36,F,2V0SZHQ,Town,Premium Membership,09-12-2017,Yes,CID43621,Gift Vouchers/Coupons,Both,Fiber_Optic,11:59:47,7,700.63,26571.36,13,738.84,Yes,Yes,No,Not Applicable,Products always in Stock,0
52,F,L5WC8WS,Town,Basic Membership,24-08-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,5:10:18,3,166.57,45964.8,17,630,Yes,No,Yes,No Information Available,Too many ads,1
39,M,F91GV32,Town,No Membership,29-12-2016,Yes,CID55829,Without Offers,Smartphone,Fiber_Optic,12:04:43,12,126.05,43632.02,16,594.51,Yes,No,No,Not Applicable,Poor Website,1
42,F,609T4VI,City,Silver Membership,03-09-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,21:19:08,11,428.35,26483.73,14,713.42,No,Yes,No,Not Applicable,No reason specified,0
56,M,NIHJCOO,Town,Silver Membership,03-05-2017,Yes,CID55012,Credit/Debit Card Offers,?,Wi-Fi,9:14:11,16,148.06,15456.63,29,984.3321162,No,Yes,Yes,Solved in Follow-up,No reason specified,1
17,F,CKLHKX1,Town,Gold Membership,12-07-2017,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,17:08:48,15,196.56,1246.57,22,766.76,Yes,No,Yes,Solved in Follow-up,No reason specified,0
56,M,RHUBYN8,Town,No Membership,30-08-2016,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,15:15:00,10,359.98,38699.34,29,560.14,No,Yes,Yes,No Information Available,Poor Customer Service,0
33,F,PWOU487,City,Premium Membership,29-12-2017,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,22:23:29,22,32.47,25468.76,Error,298.868694,No,Yes,No,Not Applicable,Poor Customer Service,0
33,F,MROG29A,City,Gold Membership,07-11-2015,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,21:57:40,22,177.73,35286.1,Error,709.01,Yes,No,Yes,No Information Available,Poor Website,1
41,M,R4TAGQ6,Town,Basic Membership,11-05-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,5:58:17,9,493.22,20294,23,,Yes,No,No,Not Applicable,Poor Website,1
42,F,PYIV6U9,City,Basic Membership,13-05-2017,No,xxxxxxxx,Gift Vouchers/Coupons,?,Mobile_Data,15:40:49,4,316.14,13516.16,20,659.85,No,Yes,Yes,Solved,Poor Product Quality,1
43,M,H4GXLTP,,Gold Membership,14-05-2017,Yes,CID40296,Gift Vouchers/Coupons,Desktop,Mobile_Data,10:21:20,19,107.18,16027.34,4,1059.640736,No,Yes,Yes,Solved,User Friendly Website,0
12,F,NKMSURJ,City,No Membership,11-06-2015,Yes,CID62525,Gift Vouchers/Coupons,?,Wi-Fi,0:11:54,22,108.2,2998.4,26,678.14,Yes,No,Yes,No Information Available,Too many ads,1
23,F,T1S3FJN,Village,Basic Membership,13-05-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,14:55:27,11,-900.2103186,14865.87,25,,No,Yes,Yes,Solved,No reason specified,1
14,F,E95TA6W,Town,Gold Membership,02-07-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Both,Wi-Fi,20:13:47,5,407.97,19138.74,12,,No,Yes,No,Not Applicable,Poor Website,1
62,F,J44762N,Town,Gold Membership,18-10-2015,Yes,CID31521,Without Offers,Smartphone,Fiber_Optic,23:01:03,6,308.28,38497.78,21,792.37,Yes,No,Yes,Unsolved,Too many ads,0
60,M,OQ8U35S,Town,Gold Membership,17-12-2015,?,CID41894,Gift Vouchers/Coupons,Desktop,Mobile_Data,21:15:26,7,67.78,14175.2,Error,464.501175,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,1
56,M,C1WO41D,Town,Basic Membership,23-07-2016,Yes,CID53761,Without Offers,Desktop,Mobile_Data,2:08:29,5,732.71,47547.72,15,936.3622801,Yes,Yes,Yes,Unsolved,Poor Product Quality,1
41,M,9MVALUF,,Gold Membership,14-06-2015,Yes,CID31015,Gift Vouchers/Coupons,Desktop,Fiber_Optic,13:58:51,22,188.96,40428.78,23,614.25,No,Yes,Yes,Solved in Follow-up,Too many ads,1
18,F,AGIKGT5,Town,Gold Membership,02-05-2016,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,15:41:22,21,32.82,46250.9,2,779.89,Yes,No,No,Not Applicable,User Friendly Website,0
63,M,68X50DQ,Village,Gold Membership,25-03-2017,Yes,CID29711,Credit/Debit Card Offers,Both,Fiber_Optic,22:19:51,17,1099.5,95625.4,13,,No,Yes,No,Not Applicable,Quality Customer Care,0
23,M,FI7GAP2,City,Gold Membership,08-12-2017,Yes,CID55727,Without Offers,Desktop,Fiber_Optic,8:16:00,15,547.87,36383.39,4,763.15,No,Yes,Yes,Solved,Products always in Stock,0
17,M,9UJH2VO,City,Platinum Membership,30-10-2017,Yes,CID17316,Credit/Debit Card Offers,Desktop,Mobile_Data,4:38:03,14,80.4,15214.2,16,761.95,Yes,No,No,Not Applicable,No reason specified,0
42,F,EDXS9Z3,City,Gold Membership,28-03-2016,Yes,xxxxxxxx,Without Offers,Desktop,Wi-Fi,0:30:47,8,179.84,39667.91,10,-38.08431401,No,Yes,No,Not Applicable,Poor Product Quality,0
31,F,LU3B1CT,City,Silver Membership,01-02-2017,?,CID18443,Without Offers,Desktop,Wi-Fi,18:56:15,10,731.24,36981.7,26,774.16,No,Yes,Yes,Unsolved,Poor Customer Service,0
12,F,F6PS8PZ,Town,Gold Membership,02-06-2017,No,xxxxxxxx,Credit/Debit Card Offers,?,Wi-Fi,7:15:44,13,49.19,35209.09,10,799.43,No,Yes,Yes,No Information Available,Quality Customer Care,0
63,M,YJ229A7,,Platinum Membership,13-11-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,14:38:00,15,30.66,15079.52,23,469.5653778,Yes,No,No,Not Applicable,Too many ads,0
16,F,DFL14TM,Town,Premium Membership,03-11-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,1:19:35,7,34.49,31418.7,Error,770.66,Yes,No,Yes,Unsolved,Poor Product Quality,0
38,M,59VYKZF,Town,Basic Membership,04-02-2016,Yes,xxxxxxxx,Without Offers,Desktop,Mobile_Data,14:27:08,17,117.11,29114.92,Error,521.7,No,Yes,Yes,No Information Available,Too many ads,1
15,M,LDYMHD4,City,Platinum Membership,18-12-2015,No,xxxxxxxx,Gift Vouchers/Coupons,?,Wi-Fi,10:15:03,-999,93.76,28456.92,5,704.31,No,Yes,No,Not Applicable,Poor Website,0
30,M,WH0V4K6,City,No Membership,06-11-2015,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,21:19:03,-999,121.38,13374.01,12,693,Yes,No,No,Not Applicable,Poor Website,1
64,M,WBTDLCE,Village,No Membership,11-10-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Both,Mobile_Data,22:40:06,10,445.01,37220.97,Error,550.13,No,Yes,Yes,Solved,Poor Website,1
59,M,UL9ZZKV,Town,No Membership,29-01-2015,Yes,CID29969,Credit/Debit Card Offers,Smartphone,Mobile_Data,5:25:51,10,628.79,40093.14,55.01616857,622.06,No,Yes,No,Not Applicable,Poor Customer Service,1
23,M,HBY1Q1U,City,No Membership,04-08-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,6:35:32,11,31.45,18606.73,24,621.94,No,Yes,No,Not Applicable,Poor Product Quality,1
32,F,80Y00VC,Town,Silver Membership,22-06-2015,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,9:31:02,24,38.88,41019.89,19,750.83,No,Yes,Yes,Solved,Quality Customer Care,0
11,M,4ZHLYTJ,,Premium Membership,03-05-2015,Yes,CID53052,Gift Vouchers/Coupons,Smartphone,Wi-Fi,3:24:09,12,85.52,10636.13,5,730.02,No,Yes,No,Not Applicable,Too many ads,0
42,M,64DX0N9,City,Platinum Membership,30-07-2016,Yes,CID39513,Credit/Debit Card Offers,?,Mobile_Data,21:51:05,22,1097.82189,27380.8,27,799.91,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,0
12,M,OGM3BJL,Town,No Membership,01-11-2017,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,21:24:47,8,322.3,14310.09,11,559.2451349,Yes,No,No,Not Applicable,Poor Product Quality,1
45,M,Z8NLVWM,City,Premium Membership,01-07-2015,Yes,CID17073,Gift Vouchers/Coupons,?,Wi-Fi,0:36:22,13,31.2,37295.99,25,1196.60075,No,Yes,No,Not Applicable,Too many ads,0
19,F,34U09OT,Town,Platinum Membership,24-03-2015,Yes,CID58426,Without Offers,Smartphone,Fiber_Optic,9:32:13,11,38.63,23832.38,Error,,No,Yes,Yes,Solved,Poor Product Quality,0
55,F,HLDJORJ,City,Gold Membership,06-08-2015,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,11:24:45,12,291.94,97643.81,5,713.99,Yes,Yes,No,Not Applicable,User Friendly Website,0
16,F,283BT2B,City,Silver Membership,27-02-2017,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,2:31:57,-999,343.13,32605.84,16,335.2620818,No,Yes,No,Not Applicable,Poor Customer Service,1
56,M,GWVAMR3,City,Platinum Membership,11-02-2016,?,CID9744,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,21:38:24,19,180.37,21460.83,27,240.158193,Yes,No,No,Not Applicable,Poor Customer Service,0
24,F,XEXJM7V,Town,Silver Membership,08-11-2016,Yes,CID50921,Gift Vouchers/Coupons,?,Mobile_Data,18:48:58,23,31.81,36494.51,24,622.69,No,Yes,No,Not Applicable,Poor Customer Service,1
24,F,O8C0RJU,Town,Platinum Membership,14-01-2015,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,4:44:07,12,31.86,21842.03,19,743.44,No,Yes,No,Not Applicable,Too many ads,0
53,M,0D75NLR,Town,Basic Membership,11-06-2015,No,xxxxxxxx,Credit/Debit Card Offers,?,Mobile_Data,12:27:16,5,428.81,40698.54,9,600.39,No,Yes,Yes,Solved in Follow-up,Poor Website,1
12,F,YQM5749,Town,No Membership,18-08-2015,No,xxxxxxxx,Credit/Debit Card Offers,?,Wi-Fi,3:00:30,17,97.85,31574.54,28,,No,Yes,No,Not Applicable,Poor Website,1
58,M,D9RGBNN,Town,Basic Membership,19-02-2015,?,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,21:35:10,19,1223.769011,47756.12,15,631.09,Yes,No,No,Not Applicable,No reason specified,1
63,F,IZ5S9B4,Village,Premium Membership,16-06-2017,Yes,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,11:08:03,15,1090.92,12483.66,2,705.75,Yes,Yes,Yes,Solved in Follow-up,Quality Customer Care,0
62,M,VIEXSQI,Town,Gold Membership,07-07-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,16:25:44,13,402.05,20411.69,15,517.3513913,Yes,No,No,Not Applicable,Products always in Stock,0
48,F,X3X272M,Village,Platinum Membership,09-04-2015,Yes,CID54885,Gift Vouchers/Coupons,Desktop,Mobile_Data,19:26:49,2,33.18,24394.24,16,1042.087064,No,Yes,Yes,No Information Available,Poor Product Quality,0
60,M,Q6N9OQO,Town,Gold Membership,01-11-2015,?,CID1942,,Smartphone,Fiber_Optic,15:30:02,9,54.08,19078.81,17,752.88,Yes,No,Yes,Solved,Poor Website,0
64,F,ZAIGYY6,City,Basic Membership,19-08-2017,Yes,CID25795,Gift Vouchers/Coupons,Both,Fiber_Optic,14:10:26,9,-408.2693519,36532.11,16,621.72,No,Yes,No,Not Applicable,Poor Website,1
11,F,FOFKSWJ,,Basic Membership,10-12-2016,?,CID15156,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,13:03:40,5,106.24,47511.49,11,559.8,Yes,No,No,Not Applicable,Poor Customer Service,1
39,M,0EE8AUR,City,No Membership,02-06-2015,?,CID56779,Gift Vouchers/Coupons,Desktop,Mobile_Data,6:32:47,15,46.22,35937.37,6,,Yes,No,No,Not Applicable,Too many ads,1
52,F,MVPVHC0,City,No Membership,09-10-2016,No,xxxxxxxx,Without Offers,?,Fiber_Optic,0:11:39,15,45.45,47218.23,29,632.14,No,Yes,No,Not Applicable,Too many ads,1
54,F,NH8E90F,Town,Gold Membership,11-11-2016,Yes,CID17485,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,13:20:56,2,67.48,47619.23,10,754.69,No,Yes,No,Not Applicable,Quality Customer Care,0
12,M,QEGEKY2,Town,Silver Membership,23-04-2015,Yes,CID17794,Credit/Debit Card Offers,Smartphone,Wi-Fi,5:27:10,2,226.47,27477.44,16,748.61,Yes,No,No,Not Applicable,Poor Customer Service,0
